,Tweets,id,lens,date,place,coordinateS,lang,source,likes,retweets
939,b'RT @G4G_Africa: Earlier today in conjunction with @CREAWKenya training survivors of #GBV on business and entrepreneurship in Mombasa. \n@Aut\xe2\x80\xa6',1388587693022617601,140,2021-05-01 20:14:39,,,en,Twitter for Android,0,3
940,b'RT @Roshikadeo: All women\xe2\x80\x99s lived realities of #GBV matters. We express it in different ways and in different spaces but they all matter. T\xe2\x80\xa6',1388587162690486272,140,2021-05-01 20:12:32,,,en,Twitter for Android,0,12
941,b'RT @Judiekaberia: @jhrnews @GI_TOC @Rachel_Pulfer @SammyMuraya @cristina_CP24 @MustaphaDumbuya @wsyombua @OgoiBenard @siriagastelum I will\xe2\x80\xa6',1388586979227586564,139,2021-05-01 20:11:49,,,en,Twitter for Android,0,6
942,"b""@jhrnews @GI_TOC @Rachel_Pulfer @SammyMuraya @cristina_CP24 @MustaphaDumbuya @wsyombua @OgoiBenard @siriagastelum I will be discussing the role of the media in responding to #GBV which has be @vwgrs's top agenda in its training program for journalists https://t.co/2HYnzbPEvf""",1388583678721265665,275,2021-05-01 19:58:42,,,en,Twitter for Android,11,6
943,"b'RT @UNDPMozambique: Today, the @EU_Partnerships and @ONUMocambique donated 10 \xf0\x9f\x9a\x99, 50 \xf0\x9f\x8f\x8d\xef\xb8\x8f and 20 \xf0\x9f\x92\xbb to the Gov. of #Mozambique to reinforce the\xe2\x80\xa6'",1388581853968412677,140,2021-05-01 19:51:27,,,en,Twitter Web App,0,7
944,"b'RT @monique_huy: ""Black Masculinities &amp; GBV in South Africa: A decolonial feminist lens"".  Join us for our @MMUHPSC Gender Based Violence s\xe2\x80\xa6'",1388578822656872453,144,2021-05-01 19:39:24,,,en,Twitter Web App,0,2
945,b'RT @AllGirlsAgenda: Coastal communities are reporting increased incidents of #GBV as a result of industrialization in the fishing sector. T\xe2\x80\xa6',1388578085654593536,140,2021-05-01 19:36:28,,,en,Twitter for iPad,0,1
946,"b""RT @CedawPT: '4.0% of men and 8.1% of women aged 16 to 59 years had experienced #DomesticAbuse within the last year in the year ending Marc\xe2\x80\xa6""",1388574096187928585,140,2021-05-01 19:20:37,,,en,Twitter for iPad,0,15
947,"b'RT @BerginPam: I can\xe2\x80\x99t stop thinking about this young woman &amp; the brutal way her life was taken, her poor child bearing witness. We have a\xe2\x80\xa6'",1388569684547620869,143,2021-05-01 19:03:05,,,en,Twitter Web App,0,6
948,b'Coastal communities are reporting increased incidents of #GBV as a result of industrialization in the fishing sector. These revelations will form our next engagements with them to reduce the risk all forms of #VAW.\n#EndFGM\n@VitalVoices https://t.co/p4hpba6Guo',1388568712526012417,259,2021-05-01 18:59:14,,,en,Twitter for Android,3,1
949,"b""RT @CedawPT: '4.0% of men and 8.1% of women aged 16 to 59 years had experienced #DomesticAbuse within the last year in the year ending Marc\xe2\x80\xa6""",1388565264695009287,140,2021-05-01 18:45:32,,,en,Twitter for Android,0,15
950,"b'RT @udviklingsmin: Deeply concerned by the ongoing reports of #GBV, including sexual violence, occurring as a result of the crisis in the #\xe2\x80\xa6'",1388564845277159428,140,2021-05-01 18:43:52,,,en,Twitter Web App,0,535
951,b'At BLP we refuse to give up. The stories from our beneficiaries always give us strength\nEducation makes all the difference in rebuilding broken communities\n\n#education #girls #hope #gbv #generationequality #sierraleone @OSIWA1 @wacsi @RainboCentres @GBVnet @NOMOREorg @wow_salone https://t.co/TB51zeA5ji',1388559995348865025,303,2021-05-01 18:24:35,,,en,Twitter for iPhone,0,0
952,"b'RT @Nzau_Viola: Thankyou so much for this interactive session, i really appreciate! \n#GBV #GBVFridays\n\n@SonofTetu\n\n@BiancaWaiganjo\n\n@AbukaA\xe2\x80\xa6'",1388555078597029888,140,2021-05-01 18:05:03,,,en,Twitter for Android,0,8
953,b'Seccion #MTCero #GBV y @Carabdechile 26 Comisaria #Pudahuel\nRecuperan veh\xc3\xadculo con encargo y con patente adulterada @SubPrevDelito @katymartorell @FelipeGuevaraSt \n@radio_lacentral\n@elliberocl\n@eldia_cl\n@el_dinamo\n@PiensaPrensa\n@eldesconcierto\n@puranoticia https://t.co/nmiXC18h17',1388554823029596162,280,2021-05-01 18:04:02,,,es,Twitter for Android,1,0
954,b'#GBV trend is loading https://t.co/rkK4jy5EhT',1388552641668698113,45,2021-05-01 17:55:22,,,en,Twitter for Android,0,0
955,"b'RT @UNDPMozambique: ""The equipments donated today to the Gov. of #Mozambique will reinforce the authorities\xe2\x80\x99 work in tackling #GBV, making\xe2\x80\xa6'",1388549020830900225,139,2021-05-01 17:40:59,,,en,Twitter Web App,0,2
956,b'RT @apwld: #WorkersRunTheWorld\nJoin 50 women leaders from 20 countries across Asia and the Pacific demanding an end to #GBV in workplaces a\xe2\x80\xa6',1388547835222691842,140,2021-05-01 17:36:16,,,en,Twitter for Android,0,19
957,b'RT @apwld: #WorkersRunTheWorld\nJoin 50 women leaders from 20 countries across Asia and the Pacific demanding an end to #GBV in workplaces a\xe2\x80\xa6',1388545906228695042,140,2021-05-01 17:28:36,,,en,Twitter for Android,0,19
958,"b'@AGWalefapohunda @Above_Whispers @tutuoluwaseyi Welldone and kudos to you AG\n\nRape should be seen as other crime like murder case.\n\nThis evil has to stop ,thank God you have zero tolerance to Rape \xf0\x9f\x91\x8cand all forms of #GBV'",1388545412647301125,219,2021-05-01 17:26:38,,,en,Twitter for iPhone,2,0
959,b'RT @apwld: #WorkersRunTheWorld\nJoin 50 women leaders from 20 countries across Asia and the Pacific demanding an end to #GBV in workplaces a\xe2\x80\xa6',1388544582460321792,140,2021-05-01 17:23:21,,,en,Twitter Web App,0,19
960,"b'RT @endvawnetwork: May is Sexual Assault Awareness Month. This month,  WSC will posting information on sexual assault in Canada and promoti\xe2\x80\xa6'",1388540905502625793,140,2021-05-01 17:08:44,,,en,Twitter Web App,0,8
961,"b'May is Sexual Assault Awareness Month. This month,  WSC will posting information on sexual assault in Canada and promoting https://t.co/gjCErdtGvm\n#EndVAW #GBV https://t.co/NPZTrXPG7X'",1388539999482691586,183,2021-05-01 17:05:08,,,en,Hootsuite Inc.,6,8
962,"b'RT @Hawkins2Mac: @ReclaimTS In 2016, @PlanUK reported that 63% of women in Britain say they feel unsafe walking alone Almost half (48%) fel\xe2\x80\xa6'",1388537556149719043,140,2021-05-01 16:55:25,,,en,Twitter for iPad,0,3
963,b'RT @SafeSpeak: A gentle reminder that NO means NO!!\n\n\xe2\x9c\xb3\xef\xb8\x8f\xe2\x9c\xb3\xef\xb8\x8fBeing drunk doesn\xe2\x80\x99t guarantee consent.\xc2\xa0\n\n\xe2\x9c\xb3\xef\xb8\x8f\xe2\x9c\xb3\xef\xb8\x8fBeing passed out doesn\xe2\x80\x99t guarantee co\xe2\x80\xa6',1388534326350991365,140,2021-05-01 16:42:35,,,en,Twitter for iPhone,0,24
964,"b'In addition to the challenges that all Syrians have faced during a 10-year conflict, #women have experienced sexual &amp; #GBV, early/forced marriage &amp; trafficking, @GeirOPedersen told the #SecurityCouncil on Wednesday. \n\n&gt;&gt; https://t.co/PXX8vXLl8S\n\n\xf0\x9f\x93\xb8\xc2\xa9 @WFP \n\n#Syria10 #Syria https://t.co/eycpRRcTBQ'",1388529144506552323,309,2021-05-01 16:22:00,,,en,TweetDeck,1,0
965,"b'\xe0\xa4\x85\xe0\xa4\xac \xe0\xa4\x86\xe0\xa4\x97 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\x9c\xe0\xa4\xb2\xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\xae\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\xac\xe0\xa4\x9a\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x88, they want womyn dead. Sexist &amp; abusive bigots like him think that resistance &amp; disobedience should lead to our death, talk about normalising violence.  #Femicide #GBV #VAW #ToxicMasculinity @FeminismInIndia @ThePrintIndia  @thewire_in @fayedsouza https://t.co/fTCPbJ97Ro'",1388528593290944518,306,2021-05-01 16:19:48,,,en,Twitter for Android,1,0
966,"b'""I can\xe2\x80\x99t imagine life in the village with all its hardships, but I do adore these women. They are strong, inside out"" (story by Mandy Glass in The National, Weekender) #PNG #auspol #Pacific #GBV @maf_us #domesticviolence #DV #MissionAviationFellowship  https://t.co/sEO07FmsC0'",1388523194131222530,276,2021-05-01 15:58:21,,,en,Twitter for Android,1,0
967,"b'RT @Nothand49554046: Its start with talking, sharing... find out what experts in the field think. Do not die in silence....\n#GBV \n#domestic\xe2\x80\xa6'",1388522992964149261,140,2021-05-01 15:57:33,,,en,Twitter for iPhone,0,3
968,b'RT @1_filsan: Our discussion was mostly focused on giving heads-up about what our Ministy is doing as well as planned to respond to the chi\xe2\x80\xa6',1388495507379695616,140,2021-05-01 14:08:20,,,en,Twitter for iPhone,0,4
969,b'Our discussion was mostly focused on giving heads-up about what our Ministy is doing as well as planned to respond to the child protection and #GBV needs in the Tigray region. #Ethiopia https://t.co/rkSYUNqhge',1388495398336143366,209,2021-05-01 14:07:54,,,en,Twitter for iPhone,28,4
970,"b'RT @UpToMeSA: How to recognize the signs of abuse, very helpful information below \xf0\x9f\x91\x87\xf0\x9f\x91\x87\n\n#GBV \n#SexualAbuse \n#ViolenceAgainstWomen'",1388494193425887234,127,2021-05-01 14:03:07,,,en,Twitter for Android,0,4
971,"b'RT @UpToMeSA: How to recognize the signs of abuse, very helpful information below \xf0\x9f\x91\x87\xf0\x9f\x91\x87\n\n#GBV \n#SexualAbuse \n#ViolenceAgainstWomen'",1388494094993924096,127,2021-05-01 14:02:43,,,en,Twitter for Android,0,4
972,b'You can download my song for free here \n\n#hiphop #worldwide #GBV #genderbasedviolence \n\nhttps://t.co/yuYZoGiV1c',1388490013021671424,111,2021-05-01 13:46:30,,,en,Twitter Web App,2,1
973,b'RT @apwld: #WorkersRunTheWorld\nJoin 50 women leaders from 20 countries across Asia and the Pacific demanding an end to #GBV in workplaces a\xe2\x80\xa6',1388487761410158593,140,2021-05-01 13:37:33,,,en,Twitter for Android,0,19
974,"b'RT @SafeSpeak: Are you or someone you care about in an abusive relationship? Here\xe2\x80\x99s how to recognize the signs of abuse\xe2\x80\x94physical, emotional\xe2\x80\xa6'",1388483356942295044,140,2021-05-01 13:20:03,,,en,Twitter for Android,0,16
975,"b'RT @gnwp_gnwp: As a member of @ngowgwps, we stand with civil society activist Caroline Atim in her historic briefing to the #UNSC highlight\xe2\x80\xa6'",1388481525847625733,140,2021-05-01 13:12:47,,,en,Twitter for Android,0,2
976,b'RT @G4G_Africa: Earlier today in conjunction with @CREAWKenya training survivors of #GBV on business and entrepreneurship in Mombasa. \n@Aut\xe2\x80\xa6',1388481281655287817,140,2021-05-01 13:11:48,,,en,Twitter for Android,0,3
977,b'RT @Roshikadeo: All women\xe2\x80\x99s lived realities of #GBV matters. We express it in different ways and in different spaces but they all matter. T\xe2\x80\xa6',1388477885078413312,140,2021-05-01 12:58:19,,,en,Twitter for Android,0,12
978,b'RT @Roshikadeo: All women\xe2\x80\x99s lived realities of #GBV matters. We express it in different ways and in different spaces but they all matter. T\xe2\x80\xa6',1388472925552926721,140,2021-05-01 12:38:36,,,en,Twitter for Android,0,12
979,b'RT @G4G_Africa: Earlier today in conjunction with @CREAWKenya training survivors of #GBV on business and entrepreneurship in Mombasa. \n@Aut\xe2\x80\xa6',1388472569909719040,140,2021-05-01 12:37:11,,,en,Twitter for Android,0,3
980,b'Earlier today in conjunction with @CREAWKenya training survivors of #GBV on business and entrepreneurship in Mombasa. \n@AuthorQueentah \n#JasiriFund https://t.co/dCzWzLFKk8',1388470193693802496,171,2021-05-01 12:27:45,"Place(_api=<tweepy.api.API object at 0x7f2dd8f09e20>, id='01e215db7136a37e', url='https://api.twitter.com/1.1/geo/id/01e215db7136a37e.json', place_type='city', name='Nairobi', full_name='Nairobi, Kenya', country_code='KE', country='Kenya', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f2dd8f09e20>, type='Polygon', coordinates=[[[36.6645733, -1.3890532], [37.0626672, -1.3890532], [37.0626672, -1.1606735], [36.6645733, -1.1606735]]]), attributes={})",,en,Twitter for Android,12,3
981,"b'RT @MatunguSJC: Looming and increasing cases of #GBV in #037 brings it to the 2nd top county with high cases of GBV. Defilement, rapes and\xe2\x80\xa6'",1388469215741493250,139,2021-05-01 12:23:52,,,en,Twitter for Android,0,1
982,"b'RT @SafeSpeak: Are you or someone you care about in an abusive relationship? Here\xe2\x80\x99s how to recognize the signs of abuse\xe2\x80\x94physical, emotional\xe2\x80\xa6'",1388461640308383746,140,2021-05-01 11:53:46,,,en,Twitter for Android,0,16
983,b'RT @Roshikadeo: All women\xe2\x80\x99s lived realities of #GBV matters. We express it in different ways and in different spaces but they all matter. T\xe2\x80\xa6',1388460663060668421,140,2021-05-01 11:49:53,,,en,Twitter for Android,0,12
984,"b'RT @UpToMeSA: How to recognize the signs of abuse, very helpful information below \xf0\x9f\x91\x87\xf0\x9f\x91\x87\n\n#GBV \n#SexualAbuse \n#ViolenceAgainstWomen https://t.c\xe2\x80\xa6'",1388457465755357187,140,2021-05-01 11:37:10,,,en,friendly fem tech bot,0,4
985,"b'How to recognize the signs of abuse, very helpful information below \xf0\x9f\x91\x87\xf0\x9f\x91\x87\n\n#GBV \n#SexualAbuse \n#ViolenceAgainstWomen https://t.co/J4Kh5ktpWF'",1388457443399712770,137,2021-05-01 11:37:05,,,en,Twitter for Android,5,4
986,b'https://t.co/DMWpgZKYtc\n\n#womensrights  #nepaliwomen #nepali #nepalnow #nepal #nepalese #GBV #askthequestion #askwhy https://t.co/dNeCu6zOpp',1388456687938379779,140,2021-05-01 11:34:05,,,und,Twitter Web App,0,0
987,b'RT @PEERTOPEERUG: Say no to Gender Based Violence. \n\n1 in 3 women not only face physical gender based violence but also face life time impl\xe2\x80\xa6',1388456317698838532,140,2021-05-01 11:32:37,,,en,Twitter Web App,0,5
988,"b'RT @OlivePathway: 2. preventing or interfering with survivors\xe2\x80\x99 work or education, controlling how survivors use their income or benefits, a\xe2\x80\xa6'",1388455482839416833,140,2021-05-01 11:29:18,,,en,Twitter Web App,0,1
989,"b'2. preventing or interfering with survivors\xe2\x80\x99 work or education, controlling how survivors use their income or benefits, amongst others. Although financial abuse is usually experienced with intimate partners, family members can also be the abusers. \n#DomesticAbuse #GBV'",1388455186256080896,268,2021-05-01 11:28:07,,,en,Twitter Web App,2,1
990,b'RT @BayrPetra: Last night the 9th #Femizid happened in #Austria. There is no other country in the world where the share of #women among #mu\xe2\x80\xa6',1388455133265207297,140,2021-05-01 11:27:54,,,en,Twitter Web App,0,24
991,b'RT @Roshikadeo: All women\xe2\x80\x99s lived realities of #GBV matters. We express it in different ways and in different spaces but they all matter. T\xe2\x80\xa6',1388453689774379010,140,2021-05-01 11:22:10,,,en,Twitter for Android,0,12
992,b'RT @Roshikadeo: All women\xe2\x80\x99s lived realities of #GBV matters. We express it in different ways and in different spaces but they all matter. T\xe2\x80\xa6',1388453085878444034,140,2021-05-01 11:19:46,,,en,Twitter for Android,0,12
993,b'RT @Roshikadeo: All women\xe2\x80\x99s lived realities of #GBV matters. We express it in different ways and in different spaces but they all matter. T\xe2\x80\xa6',1388451683739455490,140,2021-05-01 11:14:12,,,en,Twitter for Android,0,12
994,b'RT @Roshikadeo: All women\xe2\x80\x99s lived realities of #GBV matters. We express it in different ways and in different spaces but they all matter. T\xe2\x80\xa6',1388451186651529219,140,2021-05-01 11:12:13,,,en,Twitter for Android,0,12
995,b'RT @Roshikadeo: All women\xe2\x80\x99s lived realities of #GBV matters. We express it in different ways and in different spaces but they all matter. T\xe2\x80\xa6',1388450777526460418,140,2021-05-01 11:10:36,,,en,Twitter for Android,0,12
996,b'RT @Roshikadeo: All women\xe2\x80\x99s lived realities of #GBV matters. We express it in different ways and in different spaces but they all matter. T\xe2\x80\xa6',1388450601495711758,140,2021-05-01 11:09:54,,,en,Twitter for iPhone,0,12
997,"b'All women\xe2\x80\x99s lived realities of #GBV matters. We express it in different ways and in different spaces but they all matter. The trauma lives on for many of us. It manifests in various ways. It\xe2\x80\x99s triggering. It causes distress, defense &amp; dilemmas. #EndViolenceAgainstWomen #TeamFiji'",1388449722365448192,283,2021-05-01 11:06:24,,,en,Twitter for iPhone,52,12
998,"b'RT @Mutoniwase13: We take this opportunity to thanks the leadership of  @NyagatareDistr for facilitation, support to make assessment on ISA\xe2\x80\xa6'",1388444319057596418,140,2021-05-01 10:44:56,,,en,Twitter for Android,0,1
999,b'RT @YEDNetworkKe: The socioeconomic pressure of the #COVID19Pandemic has exposed the vulnerabilities of our social protection systems.\n\n#GB\xe2\x80\xa6',1388441297338486784,140,2021-05-01 10:32:55,,,en,Twitter for Android,0,100
1000,b'RT @KwidOrg: Ongoing dialogue and capacity building of community representatives  ( nzambani ward and zombe mwitika ward )to advocate for a\xe2\x80\xa6',1388438267574505475,140,2021-05-01 10:20:53,,,en,Twitter for Android,0,8
1001,b'Do join us today (1 May) at 14:00 SAST.\n\n#GlobalShapers\n\n#GBV\n\n#Khuluma\n\n#MbabaneShapers\n\n#SwaziTwitter\n\n#TiniTwitter https://t.co/28RvKb1GwP',1388433037818482692,141,2021-05-01 10:00:06,,,en,Twitter Web App,0,0
1002,"b'""Best Scientific Research on Combating #GBV"" Award of the cooperation agreement between #ICESCO, ENSSUP &amp; CNRST\n\nPublished in past 5\xe2\x83\xa3 years\n\xf0\x9f\x93\x9aBook\n\xf0\x9f\x93\x9cThesis\n\xf0\x9f\x94\x96Chapter from a book\n\xf0\x9f\xa7\xaaArticle in scientific journal\n\nScientific paper submitted to scientific event in past 2\xe2\x83\xa3 years'",1388433011448766468,274,2021-05-01 10:00:00,,,en,Twitter Web App,1,0
1003,b'RT @GS_Mbabane: As a hub we will never stop speaking against GBV.\n\nThis Saturday the conversation continues through stories from our commun\xe2\x80\xa6',1388432450028703745,140,2021-05-01 09:57:46,,,en,Twitter Web App,0,3
1004,b'RT @apwld: #WorkersRunTheWorld\nJoin 50 women leaders from 20 countries across Asia and the Pacific demanding an end to #GBV in workplaces a\xe2\x80\xa6',1388424670123204610,140,2021-05-01 09:26:51,,,en,Twitter Web App,0,19
1005,"b""RT @CedawPT: '4.0% of men and 8.1% of women aged 16 to 59 years had experienced #DomesticAbuse within the last year in the year ending Marc\xe2\x80\xa6""",1388423854398316544,140,2021-05-01 09:23:37,,,en,Twitter for Android,0,15
1006,"b'Registered yet? Join us for #WorkersRunTheWorld, solidarity protest against #GBV in workplaces. Check out speakers for our first session. Demand! Rage! Protest! with us on 7 May at 1 PM ICT.\nRegister\nhttps://t.co/ajdgGHm4Wy\n#RatifyC190 https://t.co/o8YrUohPOd https://t.co/07wPZQoQng'",1388423807770238976,283,2021-05-01 09:23:26,,,en,Twitter Web App,1,2
1007,"b'RT @Nzau_Viola: #justiceforKevo It is sad that people ought for violence. When you get tired, just leave!\n#GBV #Gbvfridays'",1388422831508271105,122,2021-05-01 09:19:33,,,en,Twitter for iPhone,0,2
1008,"b'RT @Nzau_Viola: #justiceforKevo It is sad that people ought for violence. When you get tired, just leave!\n#GBV #Gbvfridays'",1388421987152896002,122,2021-05-01 09:16:12,,,en,Twitter for Android,0,2
1009,"b'RT @ADCinMozambique: The future is female. @AustianDev is proud of so many positive examples of improved #nutrition &amp; #production, and chan\xe2\x80\xa6'",1388421086954631168,144,2021-05-01 09:12:37,,,en,Twitter Web App,0,9
1010,b'RT @SwedeninZW: #Denimday \xe2\x80\x93 today we wear denim at the \xf0\x9f\x87\xb8\xf0\x9f\x87\xaa Embassy. This to support victims of sexual violence and to combat victim blaming.\xe2\x80\xa6',1388418481247428608,140,2021-05-01 09:02:16,,,en,Twitter for iPhone,0,22
1011,"b""RT @CedawPT: '4.0% of men and 8.1% of women aged 16 to 59 years had experienced #DomesticAbuse within the last year in the year ending Marc\xe2\x80\xa6""",1388414600820006914,140,2021-05-01 08:46:50,,,en,Twitter for iPhone,0,15
1012,"b""RT @CedawPT: '4.0% of men and 8.1% of women aged 16 to 59 years had experienced #DomesticAbuse within the last year in the year ending Marc\xe2\x80\xa6""",1388412170107559936,140,2021-05-01 08:37:11,,,en,Twitter for iPhone,0,15
1013,b'RT @MtaaniKE: Between 17th &amp; 18th April 4 girls in 3 different counties were defiled by people who should be protecting them. One of them a\xe2\x80\xa6',1388409091220033537,144,2021-05-01 08:24:57,,,en,Twitter for Android,0,1
1014,b'RT @Uganetlaw: How do you think #COVID19 contributed to the increase in #GBV cases amongst women and girls?  \n\n@MinofHealthUG @TASOUganda\n@\xe2\x80\xa6',1388408567397552129,140,2021-05-01 08:22:52,,,en,Twitter for Android,0,10
1015,"b""RT @Uganetlaw: What have you learnt about people's perception on #GBV in your community? Is it reducing or increasing? \n\n#HearHerCry \n#UGAN\xe2\x80\xa6""",1388408544916037635,140,2021-05-01 08:22:47,,,en,Twitter for Android,0,12
1016,b'@nowthisnews #urgh\n\n#gbv',1388408149791625216,24,2021-05-01 08:21:12,,,und,Twitter for Android,0,0
1017,b'RT @AU_WGDD: While several existing laws have been enacted to address gender-based violence #GBV and harmful practices against women and gi\xe2\x80\xa6',1388407228525420546,140,2021-05-01 08:17:33,,,en,Twitter for iPhone,0,15
1018,b'RT @AU_WGDD: While several existing laws have been enacted to address gender-based violence #GBV and harmful practices against women and gi\xe2\x80\xa6',1388405096405512197,140,2021-05-01 08:09:04,,,en,Twitter for Android,0,15
1019,"b""RT @UNFPAMocambique: Let's end violence against women &amp; girls!\nLet's end premature marriages!\n\nEquipment donated by @GlobalSpotlight to Gov\xe2\x80\xa6""",1388404050916487171,144,2021-05-01 08:04:55,,,en,Twitter Web App,0,4
1020,b'RT @PhoffuMaggie: A very sad day in Bela Bela. \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\nRest well nana.\n#GBV https://t.co/Fw7ctDGvUK',1388401291089612801,94,2021-05-01 07:53:57,,,en,Twitter for iPhone,0,3
1021,"b'RT @UNDPMozambique: Today, the @EU_Partnerships and @ONUMocambique donated 10 \xf0\x9f\x9a\x99, 50 \xf0\x9f\x8f\x8d\xef\xb8\x8f and 20 \xf0\x9f\x92\xbb to the Gov. of #Mozambique to reinforce the\xe2\x80\xa6'",1388398347376017409,140,2021-05-01 07:42:15,,,en,Twitter Web App,0,7
1022,"b'RT @UNDPMozambique: ""The equipments donated today to the Gov. of #Mozambique will reinforce the authorities\xe2\x80\x99 work in tackling #GBV, making\xe2\x80\xa6'",1388398018018398213,139,2021-05-01 07:40:57,,,en,Twitter Web App,0,2
1023,b'RT @PhoffuMaggie: A very sad day in Bela Bela. \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\nRest well nana.\n#GBV https://t.co/Fw7ctDGvUK',1388398003887738880,94,2021-05-01 07:40:53,,,en,Twitter for iPhone,0,3
1024,b'Where do these kids turn to if the very people who are to protect them are harming them? The girl child needs protection and as a society we need to do something about it. #GBV #MtaaniKE https://t.co/biajDyIwPX',1388395959357423620,210,2021-05-01 07:32:46,,,en,Twitter for Android,2,1
1025,"b""RT @CedawPT: '4.0% of men and 8.1% of women aged 16 to 59 years had experienced #DomesticAbuse within the last year in the year ending Marc\xe2\x80\xa6""",1388395291049697283,140,2021-05-01 07:30:07,,,en,Twitter for Android,0,15
1026,b'RT @PhoffuMaggie: A very sad day in Bela Bela. \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\nRest well nana.\n#GBV https://t.co/Fw7ctDGvUK',1388393117573865473,94,2021-05-01 07:21:28,,,en,Twitter for Android,0,3
1027,b'RT @michelerdecker: I cannot thank @WithoutViolence enough for this years #NCHDV conf\nInspiring. Informative. Actionable.  Revolutionary.\xe2\x80\xa6',1388390110023098369,138,2021-05-01 07:09:31,,,en,Twitter for iPhone,0,2
1028,"b'RT @SafeSpeak: Are you or someone you care about in an abusive relationship? Here\xe2\x80\x99s how to recognize the signs of abuse\xe2\x80\x94physical, emotional\xe2\x80\xa6'",1388389354687565824,140,2021-05-01 07:06:31,,,en,Twitter Web App,0,16
1029,b'A very sad day in Bela Bela. \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\nRest well nana.\n#GBV https://t.co/Fw7ctDGvUK',1388388176616726528,76,2021-05-01 07:01:50,,,en,Twitter for Android,16,3
1030,"b'RT @SafeSpeak: Domestic violence isn\xe2\x80\x99t going to disappear tomorrow or the next day. \n\nBut the more that we choose not to talk about it, the\xe2\x80\xa6'",1388387072411582465,140,2021-05-01 06:57:27,,,en,Twitter for Android,0,13
1031,"b'Between 17th &amp; 18th April 4 girls in 3 different counties were defiled by people who should be protecting them. One of them a father, swallowed a condom he was using to defile his 11 yr old daughter after he was caught. @olivia_mwenesi \n#GBV #Mtaanike\nhttps://t.co/RDzirZZrnC'",1388384440565571588,279,2021-05-01 06:47:00,,,en,Twitter Web App,9,1
1032,b'RT @lifelinejhb: 065 989 9238 message on WhatsApp to book.\xe2\x9d\xa4\n\n#MentalHealthVibes #anxiety #suicideprevention #peaceful #love #hope #counsell\xe2\x80\xa6',1388384135769640960,140,2021-05-01 06:45:47,,,en,Twitter for Android,0,1
1033,"b'RT @SafeSpeak: Are you or someone you care about in an abusive relationship? Here\xe2\x80\x99s how to recognize the signs of abuse\xe2\x80\x94physical, emotional\xe2\x80\xa6'",1388382322291093506,140,2021-05-01 06:38:35,,,en,Twitter for Android,0,16
1034,"b'RT @SafeSpeak: Are you or someone you care about in an abusive relationship? Here\xe2\x80\x99s how to recognize the signs of abuse\xe2\x80\x94physical, emotional\xe2\x80\xa6'",1388382068955131904,140,2021-05-01 06:37:34,,,en,RetweetCodersWomen,0,16
1035,"b'RT @SafeSpeak: Are you or someone you care about in an abusive relationship? Here\xe2\x80\x99s how to recognize the signs of abuse\xe2\x80\x94physical, emotional\xe2\x80\xa6'",1388382002315923456,140,2021-05-01 06:37:18,,,en,CodeSprintPro,0,16
1036,"b'RT @SafeSpeak: Are you or someone you care about in an abusive relationship? Here\xe2\x80\x99s how to recognize the signs of abuse\xe2\x80\x94physical, emotional\xe2\x80\xa6'",1388380574318989313,140,2021-05-01 06:31:38,,,en,Twitter for Android,0,16
1037,"b'RT @SafeSpeak: Are you or someone you care about in an abusive relationship? Here\xe2\x80\x99s how to recognize the signs of abuse\xe2\x80\x94physical, emotional\xe2\x80\xa6'",1388379766940737540,140,2021-05-01 06:28:25,,,en,friendly fem tech bot,0,16
1038,"b'Are you or someone you care about in an abusive relationship? Here\xe2\x80\x99s how to recognize the signs of abuse\xe2\x80\x94physical, emotional, sexual, verbal, or financial\xe2\x80\x94and get help.\n\nhttps://t.co/hWrBt5oNK2\n\n#GBV #domesticviolence  #MentalHealthMatters #WomenWhoCode #men #sexualabuse'",1388379744438300672,271,2021-05-01 06:28:20,,,en,Twitter for Android,14,16
1039,b'RT @GenderMonitorRw: #GMO with @RwandaGender @RIB_Rw @Rwanda_Child &amp; @RBCRwanda have started the assessment of #GBV service delivery in sel\xe2\x80\xa6',1388377318545051648,144,2021-05-01 06:18:42,,,en,Twitter for Android,0,5
1040,b'@mzpromoz Our South African fusion song #GBV https://t.co/QvPU6SiARL',1388376521891516417,68,2021-05-01 06:15:32,,,en,Twitter for iPhone,1,0
1041,"b""RT @SPII1: Articles include an evaluation of the social relief of distress grant, food security, #GBV, nationalism in SA's #COVID19 respons\xe2\x80\xa6""",1388363619134492674,140,2021-05-01 05:24:16,,,en,Twitter for Android,0,2
1042,"b""RT @CedawPT: '4.0% of men and 8.1% of women aged 16 to 59 years had experienced #DomesticAbuse within the last year in the year ending Marc\xe2\x80\xa6""",1388363023207878657,140,2021-05-01 05:21:53,,,en,Twitter for iPhone,0,15
