,Tweets,id,lens,date,place,coordinateS,lang,source,likes,retweets
195,b'RT @shada_islam: @vonderleyen made a great speech at the @EuropeanParl last week in which she denounced #sexism &amp; very rightly condemned #L\xe2\x80\xa6',1389126046327480320,144,2021-05-03 07:53:52,,,en,Twitter for iPhone,0,18
196,"b""RT @PeterWMurphy1: I wonder if Jenny has explained to Scott that Christine Holgate is someone's daughter, given that seems to be the only w\xe2\x80\xa6""",1389124327321202689,140,2021-05-03 07:47:02,,,en,Twitter for iPhone,0,22
197,"b'The many ways women suffer systemic sexism: ""Almost half the women murdered by an intimate partner in Queensland had previously been labelled by police as the perpetrator of domestic violence, research shows.""\n#sexism #ViolenceAgainstWomen\n\nhttps://t.co/wVYaTi9FdY'",1389116716467200000,264,2021-05-03 07:16:48,,,en,Twitter for Android,0,0
198,"b'RT @leftist_only: Greed is the knife, and the scars are #Capitalism ,#Racism, #Imperialism, #Sexism, &amp; #Fascism. https://t.co/AOrPvCafLY'",1389114669407686661,140,2021-05-03 07:08:40,,,en,Twitter Web App,0,11
199,"b""RT @PeterWMurphy1: I wonder if Jenny has explained to Scott that Christine Holgate is someone's daughter, given that seems to be the only w\xe2\x80\xa6""",1389111061043838978,140,2021-05-03 06:54:20,,,en,Twitter for iPhone,0,22
200,"b""RT @PeterWMurphy1: I wonder if Jenny has explained to Scott that Christine Holgate is someone's daughter, given that seems to be the only w\xe2\x80\xa6""",1389110457609474049,140,2021-05-03 06:51:56,,,en,Twitter for iPad,0,22
201,"b'RT @1maxroman: ""If you don\'t want us to protect you, don\'t complain when we don\'t protect you"".\n\n#sexism #misogyny #feminism #falsenarrativ\xe2\x80\xa6'",1389109921392717824,140,2021-05-03 06:49:48,,,en,Twitter Web App,0,1
202,"b'""If you don\'t want us to protect you, don\'t complain when we don\'t protect you"".\n\n#sexism #misogyny #feminism #falsenarrative #FactsMatter #SpreadTheWord #spreadkindness https://t.co/mwEeqZ1ltj'",1389107409491087361,193,2021-05-03 06:39:49,,,en,Twitter Web App,0,1
203,"b'RT @leftist_only: Greed is the knife, and the scars are #Capitalism ,#Racism, #Imperialism, #Sexism, &amp; #Fascism. https://t.co/AOrPvCafLY'",1389105801470484482,140,2021-05-03 06:33:26,,,en,Twitter for iPhone,0,11
204,"b""RT @PeterWMurphy1: I wonder if Jenny has explained to Scott that Christine Holgate is someone's daughter, given that seems to be the only w\xe2\x80\xa6""",1389105195980791813,140,2021-05-03 06:31:01,,,en,Twitter for iPhone,0,22
205,b'@thinkhealthydoc @BritishVogue @billieeilish Not by promoting porn images. The Vogue cover is so typical. #objectification  #sexism',1389102316146479104,131,2021-05-03 06:19:35,,,en,Twitter for Android,3,0
206,"b'RT @CaliLiliIndies: "" we must #GirlTheWorld\xe2\x84\xa2 - this is how \xe2\x80\x9c #WeShallOverCome  \xe2\x80\x9d - the #ISMS \xe2\x80\x93 #racism #sexism #homophobia #climatedenial -\xe2\x80\xa6'",1389095146407424000,140,2021-05-03 05:51:05,,,en,Twitter for Android,0,7
207,"b'@noplaceforsheep @earthma23 @JonesHowdareyou @march4justiceau @janine_hendry That is what I have assumed; we can only be allies and try to help change the tide of #Sexism in our society; it isn\'t helped by the focus on (male) #Footy #Beer and a very #Toxic version of ""mateship"" as lived by many. to the horror of many other men.'",1389086988356100103,329,2021-05-03 05:18:40,,,en,Twitter Web App,2,0
208,b'RT @devodian: The @GOP party is dead.  It has been taken over by the Ole #DixcratParty. The party of #Racism #Sexism  #ReligiousBigorty &amp; #\xe2\x80\xa6',1389077538941685760,144,2021-05-03 04:41:07,,,en,Twitter Web App,0,3
209,b'RT @EllenKuwana: It\xe2\x80\x99s hard to find this funny when it still happens...#Sexism https://t.co/4lEvYiyaRd',1389077064893014020,101,2021-05-03 04:39:14,,,en,Twitter for Android,0,3
210,"b""Happy #WomensHistoryMonth Let's Uplift Women Everyday of the Year!! Video/Short Film https://t.co/H2s0bcRxBR &lt; Dedicated to Women fighting Everyday for Respect against #Sexism, #Violence #Oppression #MeToo @ADopefemaleMC @SanQuinn @HipHopCongress @RDVpromo""",1389070731410083840,259,2021-05-03 04:14:04,,,en,FanBridge,0,0
211,b'Reality in the Granite State thanks to @RepKeithAmmon\xe2\x80\x99s work to expand #misogyny #bigotry #racism #sexism #WhiteSupremacy and  #ToxicMasculinity working on behalf of @NHGOP #NHQOP \n\n#NHPolitics https://t.co/Nd6ZVbBTDy',1389070195138904064,217,2021-05-03 04:11:56,,,en,Twitter for iPhone,1,0
212,"b""Pro tip: When some1 signs/speaks their name repeatedly, use that name. I grew up expected to ask adults/colleagues, 'how would u like 2b addressed?' if unclear. Having one's email sig is literally a black/white softball. Or is the casualisation/renaming just #sexism? #IfIWereaMan https://t.co/RDe09gyXly""",1389070137479753735,304,2021-05-03 04:11:43,,,en,Twitter Web App,1,1
213,b'RT @Jerusalem_Post: Gugulethu Moyo resigned as the executive director of Tucson\xe2\x80\x99s #Jewish History #Museum accusing the board of dysfunction\xe2\x80\xa6',1389066028945068034,140,2021-05-03 03:55:23,,,en,Twitter Web App,0,8
214,"b'RT @CanberraDeclara: ""Is it not the very definition of #racism &amp; #sexism to single out an entire group &amp; attack them simply on the basis of\xe2\x80\xa6'",1389062049863503872,148,2021-05-03 03:39:34,,,en,education-bot,0,1
215,"b'RT @EJinAction: Shout out on #MayDay to the Black, Brown &amp; Indigenous women who navigate #sexism &amp; #racism daily and never give up. #JoeBid\xe2\x80\xa6'",1389056929960534019,148,2021-05-03 03:19:14,,,en,Twitter Web App,0,34
216,b'Do not demand for yourself that which you deny to others. #Respect #Sexism',1389056292879228931,74,2021-05-03 03:16:42,,,en,Twitter Web App,2,0
217,b'RT @meenakshig89: Picture says it all! Down with #Sexism #Patriachy! What a woman leader she is holding the fort with her team #MamtaBanerj\xe2\x80\xa6',1389055612378566657,140,2021-05-03 03:14:00,,,en,WomenInExcellence,0,1
218,b'Picture says it all! Down with #Sexism #Patriachy! What a woman leader she is holding the fort with her team #MamtaBanerjee #KhelaHobe #WomenInPolitics #IndiaFightsBack #WestBengalElections2021 #win #womenempowerment https://t.co/vRpkApfcgP',1389055590022795265,240,2021-05-03 03:13:54,,,en,Twitter for Android,3,1
219,b'RT @Jerusalem_Post: Gugulethu Moyo resigned as the executive director of Tucson\xe2\x80\x99s #Jewish History #Museum accusing the board of dysfunction\xe2\x80\xa6',1389051513465675782,140,2021-05-03 02:57:42,,,en,Twitter for iPhone,0,8
220,b'RT @Jerusalem_Post: Gugulethu Moyo resigned as the executive director of Tucson\xe2\x80\x99s #Jewish History #Museum accusing the board of dysfunction\xe2\x80\xa6',1389049075186638851,140,2021-05-03 02:48:01,,,en,Twitter Web App,0,8
221,b'RT @Jerusalem_Post: Gugulethu Moyo resigned as the executive director of Tucson\xe2\x80\x99s #Jewish History #Museum accusing the board of dysfunction\xe2\x80\xa6',1389045683001466889,140,2021-05-03 02:34:32,,,en,Twitter for Android,0,8
222,b'RT @Jerusalem_Post: Gugulethu Moyo resigned as the executive director of Tucson\xe2\x80\x99s #Jewish History #Museum accusing the board of dysfunction\xe2\x80\xa6',1389044499591188482,140,2021-05-03 02:29:50,,,en,Twitter for iPhone,0,8
223,b'RT @Jerusalem_Post: Gugulethu Moyo resigned as the executive director of Tucson\xe2\x80\x99s #Jewish History #Museum accusing the board of dysfunction\xe2\x80\xa6',1389044290664402944,140,2021-05-03 02:29:00,,,en,Twitter for Android,0,8
224,b'RT @Jerusalem_Post: Gugulethu Moyo resigned as the executive director of Tucson\xe2\x80\x99s #Jewish History #Museum accusing the board of dysfunction\xe2\x80\xa6',1389043954092593159,140,2021-05-03 02:27:40,,,en,Twitter Web App,0,8
225,b'RT @DoryReality: @OkBiology @EdinburghLive_ Why are pro-women stickers \xe2\x80\x9canti-trans\xe2\x80\x9d but pro-trans stickers not anti-women? Why are trans pe\xe2\x80\xa6',1389043753030201348,140,2021-05-03 02:26:52,,,en,Twitter for iPhone,0,6
226,b'Gugulethu Moyo resigned as the executive director of Tucson\xe2\x80\x99s #Jewish History #Museum accusing the board of dysfunction fueled by #racism and #sexism.\n\nhttps://t.co/2m34ThBAhx',1389043696805494787,175,2021-05-03 02:26:39,,,en,Twitter Web App,9,8
227,b'@OkBiology @EdinburghLive_ Why are pro-women stickers \xe2\x80\x9canti-trans\xe2\x80\x9d but pro-trans stickers not anti-women? Why are trans people upset by stickers but no mention of women being upset having our identities stolen by males? Pure sexism. #sexism #misogyny #Patriarchy',1389038510305419267,262,2021-05-03 02:06:02,,,en,Twitter for iPhone,24,6
228,"b""Hostile Working Conditions: https://t.co/fSXM4fiyW2 #instantstory #freereads #free #fiction #freefiction #Random #sexism #toxicity So here's the brief. Stay on call for as long as possible, as you get paid by the minute. Put them on hold if they start to swear...""",1389037170946568192,263,2021-05-03 02:00:43,,,en,Twitter Web App,0,0
229,b'RT @thedayisntgray: I\xe2\x80\x99m tired of hearing about AI and the so called progress we are making... the fundamental problems we face are beyond a\xe2\x80\xa6',1389034603134996481,140,2021-05-03 01:50:31,,,en,optimistic_bot,0,1
230,"b'RT @men_are_human: Take a good long hard look at the faces of these boys being #circumcised, and tell me this is a good thing.\n\n#Circumcisi\xe2\x80\xa6'",1389028166203707393,140,2021-05-03 01:24:56,,,en,Twitter Web App,0,68
231,"b'""Is it not the very definition of #racism &amp; #sexism to single out an entire group &amp; attack them simply on the basis of their race &amp; sex?""\nhttps://t.co/z4Cu7YlHPh\n#AusNews #auspol #IdentityPolitics #education #schools #discrimination #Australia #springst #auspol2021 #Christian #Oz'",1389022956718751744,292,2021-05-03 01:04:14,,,en,Twitter for Android,0,1
232,"b'RT @KenFernandezPHD: So does this means I can blame my #sexism on my son? Thanks @CatocatAnthony, thanks a lot.'",1389020451528118272,111,2021-05-03 00:54:17,,,en,Twitter for iPhone,0,1
233,b'RT @Nick_Britten: Some very nice #sexism in the last paragraph of this Terms and Conditions of Employment booklet Saxone Shoes Circa 1995 h\xe2\x80\xa6',1389005652941590528,140,2021-05-02 23:55:28,,,en,Twitter Web App,0,1
234,b'#EndViolenceAgainstWomen  \n#WomensRights \n#\xe5\xa5\xb3\xe6\x80\xa7\xe5\xb7\xae\xe5\x88\xa5\xe3\x82\x92\xe8\xa8\xb1\xe3\x81\x95\xe3\x81\xaa\xe3\x81\x84 \n#\xe6\x80\xa7\xe5\xb7\xae\xe5\x88\xa5\n#\xe5\xa5\xb3\xe6\x80\xa7\xe8\x94\x91\xe8\xa6\x96 \n#DV\n#Sexism\n#MeToo \n\xe3\x82\xa2\xe3\x83\xa1\xe3\x83\xaa\xe3\x82\xab\n\xe5\xa5\xb3\xe6\x80\xa7\xe3\x81\xab\xe5\xaf\xbe\xe3\x81\x99\xe3\x82\x8b\xe6\x9a\xb4\xe5\x8a\x9b\xe3\x81\xab\xe9\x96\xa2\xe9\x80\xa3\xe3\x81\x99\xe3\x82\x8bGoogle\xe6\xa4\x9c\xe7\xb4\xa2\xe3\x81\x8c\xe3\x80\x81\xe3\x82\xb3\xe3\x83\xad\xe3\x83\x8a(Covid-19)\xe3\x83\x91\xe3\x83\xb3\xe3\x83\x87\xe3\x83\x9f\xe3\x83\x83\xe3\x82\xaf\xe3\x81\xae\xe9\x96\x93\xe3\x81\xab\xe6\x80\xa5\xe5\xa2\x97 https://t.co/eIhrNkITt4',1389004288823676930,162,2021-05-02 23:50:03,,,ja,Twitter Web App,0,0
235,b'RT @do_kinder: @BRAINCURES @ChangingSTEMM @GelarehDarabi @ScientistFemale @erinmaochu @EmmanuelAdukwu @NicolaRollock @jazzmanahn @awmackenz\xe2\x80\xa6',1389003035213455362,140,2021-05-02 23:45:04,,,en,friendly fem tech bot,0,35
236,b'RT @do_kinder: @BRAINCURES @ChangingSTEMM @GelarehDarabi @ScientistFemale @erinmaochu @EmmanuelAdukwu @NicolaRollock @jazzmanahn @awmackenz\xe2\x80\xa6',1389003034831859718,140,2021-05-02 23:45:04,,,en,WomenInExcellence,0,35
237,b'RT @do_kinder: @BRAINCURES @ChangingSTEMM @GelarehDarabi @ScientistFemale @erinmaochu @EmmanuelAdukwu @NicolaRollock @jazzmanahn @awmackenz\xe2\x80\xa6',1389003012937502720,140,2021-05-02 23:44:59,,,en,Twitter Web App,0,35
238,b'RT @BRAINCURES: @laserhaas01 @patriciamannixm @BulliesCampaign @Suzanne_Garrett @AcademicParity @ProfTimNoakes @JaniceGIlliganW @DrUmeshPra\xe2\x80\xa6',1389002854912991237,140,2021-05-02 23:44:21,,,en,RetweetCodersWomen,0,36
239,b'RT @do_kinder: @BRAINCURES @laserhaas01 @patriciamannixm @BulliesCampaign @Suzanne_Garrett @AcademicParity @ProfTimNoakes @DrUmeshPrabhu @N\xe2\x80\xa6',1389002854871015428,140,2021-05-02 23:44:21,,,en,RetweetCodersWomen,0,36
240,b'RT @BRAINCURES: @laserhaas01 @patriciamannixm @BulliesCampaign @Suzanne_Garrett @AcademicParity @ProfTimNoakes @JaniceGIlliganW @DrUmeshPra\xe2\x80\xa6',1389002568270032900,140,2021-05-02 23:43:13,,,en,friendly fem tech bot,0,36
241,b'RT @BRAINCURES: @laserhaas01 @patriciamannixm @BulliesCampaign @Suzanne_Garrett @AcademicParity @ProfTimNoakes @JaniceGIlliganW @DrUmeshPra\xe2\x80\xa6',1389002545847209992,140,2021-05-02 23:43:08,,,en,Twitter Web App,0,36
242,b'RT @do_kinder: @BRAINCURES @laserhaas01 @patriciamannixm @BulliesCampaign @Suzanne_Garrett @AcademicParity @ProfTimNoakes @DrUmeshPrabhu @N\xe2\x80\xa6',1389002488817328131,140,2021-05-02 23:42:54,,,en,WomenInExcellence,0,36
243,b'RT @do_kinder: @BRAINCURES @laserhaas01 @patriciamannixm @BulliesCampaign @Suzanne_Garrett @AcademicParity @ProfTimNoakes @DrUmeshPrabhu @N\xe2\x80\xa6',1389002488762798081,140,2021-05-02 23:42:54,,,en,friendly fem tech bot,0,36
244,b'RT @do_kinder: @BRAINCURES @laserhaas01 @patriciamannixm @BulliesCampaign @Suzanne_Garrett @AcademicParity @ProfTimNoakes @DrUmeshPrabhu @N\xe2\x80\xa6',1389002466528739330,140,2021-05-02 23:42:49,,,en,Twitter Web App,0,36
245,b'RT @shada_islam: @vonderleyen made a great speech at the @EuropeanParl last week in which she denounced #sexism &amp; very rightly condemned #L\xe2\x80\xa6',1388998349509038083,144,2021-05-02 23:26:27,,,en,Twitter for Android,0,18
246,"b'RT @InuAngry: @billieeilish @BritishVogue ""She\'s too boyish"" now ""she\'s too sexy"" - these haters/trolls aren\'t even consistent. The point i\xe2\x80\xa6'",1388993414381850625,140,2021-05-02 23:06:50,,,en,Twitter Web App,0,1
247,"b'@billieeilish @BritishVogue ""She\'s too boyish"" now ""she\'s too sexy"" - these haters/trolls aren\'t even consistent. The point is that she can wear whatever the hell she wants. Get lost trolls. #Sexism #Misogny'",1388993397034258436,207,2021-05-02 23:06:46,,,en,Twitter Web App,0,1
248,"b""SPANISH IS SEXIST. LET'S CHANGE IT. #Latinx #Spanish #Sexism #Feminism #BLM\nInstead of saying: latino\nSay: latinx\n\nInstead of saying: ba\xc3\xb1o\nSay: ba\xc3\xb1x\n\nInstead of saying: la amiga\nSay: lx amigx\n\nInstead of saying: necesito\nSay: necesitx\n\nInstead of saying: profesor\nSay: profesxsqsx""",1388985093348151298,280,2021-05-02 22:33:47,,,en,Twitter for iPhone,1,0
249,"b'RT @winterlongone: @OHaraMaureen9 Gaslighting indeed. So insensitive for the defendant, and underscores why so many women choose not to go\xe2\x80\xa6'",1388982519303794691,139,2021-05-02 22:23:33,,,en,Twitter for iPad,0,1
250,b'RT @agyaatkalaakar: @smartadis @cars24india Lets just reverse thr genders and see how successful this ad is.\n\n#misadryisreal #genderdiscrim\xe2\x80\xa6',1388976387327811585,140,2021-05-02 21:59:11,,,en,Twitter Web App,0,4
251,b'@halalcheol WHERE MY #FEMINISTS @? THIS PERSON JUST CALLED ME A WHORE! #FEMINISM #WOMEN #SEXISM',1388970210745532421,95,2021-05-02 21:34:38,,,en,Twitter for iPhone,0,0
252,"b'Women in receipt of benefits are penalised for having more than two children, additional benefits are denied unless a child was conceived by rape. Yet Boris Johnson continues to father more kids than he can financially care for, apparently asking donors to pay for nanny. #Sexism'",1388963118928257024,279,2021-05-02 21:06:27,,,en,Twitter Web App,2,0
253,"b'RT @FemaleForeskin: I don\xe2\x80\x99t think it\xe2\x80\x99s a deliberate #sexism, but more ignorance around the similarities between male and female genitalia.\xe2\x80\xa6'",1388960889605398529,139,2021-05-02 20:57:36,,,en,Twitter for iPhone,0,7
254,"b""Who remembers @RitaOra literally sexually assaulting @ZacEfron and it being completely fine? (See GIF) #NoelClark hasn't even gone before a court let alone has any evidence been shown and his career is in pieces. Funny how it always goes one way. #sexism #GenderBiased #MSMscum https://t.co/oJNtcYmsgN""",1388950740660543488,301,2021-05-02 20:17:16,,,en,Twitter for Android,1,0
255,b'#HaitianHeritageMonth #negritude #PanAfricanism #Haiti #Ayiti #neglakay #selapoula #lakayselaka #lakay #beautyofawoman #blackisbeautiful #melanin #lakayselakay #selapouwla #whitesupremacy #racism #sexism #feminism #BlackWomenMatter #BlackMenMatter #BlackLivesMatter #blackunity #b https://t.co/LNxqz2zctR',1388947091154681857,304,2021-05-02 20:02:46,,,und,TweetDeck,1,0
256,b'#girlboss #sexism',1388942438908170241,17,2021-05-02 19:44:17,,,und,Twitter for Android,0,0
257,b'What would the world look like if men put the same passion into issues such as #Patriarchy #Sexism #misogyny #Racism #VictimShaming https://t.co/od8pVcLve4',1388940963561840640,155,2021-05-02 19:38:25,,,en,Twitter for iPhone,0,0
258,"b'RT @leftist_only: Greed is the knife, and the scars are #Capitalism ,#Racism, #Imperialism, #Sexism, &amp; #Fascism. https://t.co/AOrPvCafLY'",1388937717665484807,140,2021-05-02 19:25:31,,,en,Twitter for Android,0,11
259,"b'RT @Marcnelsonart: Sketch from film still in @FerasFayyad film #TheCave . Dr. @AmaniBallour , a courageous physician, battled horrific #Ass\xe2\x80\xa6'",1388936781677137929,140,2021-05-02 19:21:48,,,en,Twitter for iPhone,0,11
260,b'RT @shada_islam: @vonderleyen made a great speech at the @EuropeanParl last week in which she denounced #sexism &amp; very rightly condemned #L\xe2\x80\xa6',1388935897307967488,144,2021-05-02 19:18:17,,,en,Twitter Web App,0,18
261,"b""RT @DingaBelle: @davidhencke @Rita14432652 @Rothersonradio \xf0\x9f\x91\x8b I'd say what's been going on is blatant #Discrimination #Sexism #Misogny!\nWhat\xe2\x80\xa6""",1388935781042069512,140,2021-05-02 19:17:50,,,en,Twitter for Android,0,19
262,"b'RT @leftist_only: Greed is the knife, and the scars are #Capitalism ,#Racism, #Imperialism, #Sexism, &amp; #Fascism. https://t.co/AOrPvCafLY'",1388934737658482689,140,2021-05-02 19:13:41,,,en,Twitter for Android,0,11
263,"b'RT @leftist_only: Greed is the knife, and the scars are #Capitalism ,#Racism, #Imperialism, #Sexism, &amp; #Fascism. https://t.co/AOrPvCafLY'",1388933366414721029,140,2021-05-02 19:08:14,,,en,Twitter for Android,0,11
264,"b'RT @leftist_only: Greed is the knife, and the scars are #Capitalism ,#Racism, #Imperialism, #Sexism, &amp; #Fascism. https://t.co/AOrPvCafLY'",1388932233390563329,140,2021-05-02 19:03:44,,,en,Twitter for Android,0,11
265,"b'RT @leftist_only: Greed is the knife, and the scars are #Capitalism ,#Racism, #Imperialism, #Sexism, &amp; #Fascism. https://t.co/AOrPvCafLY'",1388931030413824002,140,2021-05-02 18:58:57,,,en,Twitter for Android,0,11
266,"b'RT @leftist_only: Greed is the knife, and the scars are #Capitalism ,#Racism, #Imperialism, #Sexism, &amp; #Fascism. https://t.co/AOrPvCafLY'",1388929544996937731,140,2021-05-02 18:53:03,,,en,Twitter for Android,0,11
267,b'RT @shada_islam: @vonderleyen made a great speech at the @EuropeanParl last week in which she denounced #sexism &amp; very rightly condemned #L\xe2\x80\xa6',1388925535728844810,144,2021-05-02 18:37:07,,,en,Twitter for iPhone,0,18
268,b'RT @shada_islam: @vonderleyen made a great speech at the @EuropeanParl last week in which she denounced #sexism &amp; very rightly condemned #L\xe2\x80\xa6',1388925531538788356,144,2021-05-02 18:37:06,,,en,Twitter for iPhone,0,18
269,b'@DLoesch #metoo #sexism doesn\xe2\x80\x99t exist apparently if ur a woman on the right',1388923805028999169,75,2021-05-02 18:30:14,,,en,Twitter for iPhone,1,0
270,"b'RT @GadflyQuebec: ""If anything, Arbour\xe2\x80\x99s appointment suggests the govt \xe2\x80\x94 starting with the minister \xe2\x80\x94 is clueless as to how to go about cha\xe2\x80\xa6'",1388922420367552516,140,2021-05-02 18:24:44,,,en,Twitter Web App,0,5
271,b'RT @rgoalierob: @lizthomsonnm They were violent crimes against women so I guess they didn\xe2\x80\x99t think there was any rush. #Sexism',1388921369770041347,125,2021-05-02 18:20:34,,,en,Twitter for Android,0,2
272,b'RT @rgoalierob: @lizthomsonnm They were violent crimes against women so I guess they didn\xe2\x80\x99t think there was any rush. #Sexism',1388917299512430594,125,2021-05-02 18:04:23,,,en,Twitter for iPhone,0,2
273,"b'@BristolNoTowers @MarvinJRees You obviously know nothing about me....Caroline Lucas has said a very similar thing to me; was she trying to ""bribe"" me too? Or maybe people actually want work with me, despite me being a British Bangladeshi 18 year old girl? #racism #sexism #environment'",1388913462395482113,284,2021-05-02 17:49:08,,,en,Twitter Web App,1,0
274,b'RT @shada_islam: @vonderleyen made a great speech at the @EuropeanParl last week in which she denounced #sexism &amp; very rightly condemned #L\xe2\x80\xa6',1388911274680098824,144,2021-05-02 17:40:27,,,en,Twitter for iPhone,0,18
275,b'RT @shada_islam: @vonderleyen made a great speech at the @EuropeanParl last week in which she denounced #sexism &amp; very rightly condemned #L\xe2\x80\xa6',1388910389501599747,144,2021-05-02 17:36:56,,,en,Twitter for Android,0,18
276,b'RT @shada_islam: @vonderleyen made a great speech at the @EuropeanParl last week in which she denounced #sexism &amp; very rightly condemned #L\xe2\x80\xa6',1388909945819701249,144,2021-05-02 17:35:10,,,en,Twitter Web App,0,18
277,b'RT @UnitedBlackOrg: #WUHANVIRUS #Covid19 #KillmongersRevenge #CoronaVirus #PanAfricanism #unconditionalselflove #blackqueen #blackbeauty #w\xe2\x80\xa6',1388907960546570242,140,2021-05-02 17:27:17,,,en,Twitter for iPhone,0,1
278,"b""#WUHANVIRUS #Covid19 #KillmongersRevenge #CoronaVirus #PanAfricanism #unconditionalselflove #blackqueen #blackbeauty #whitesupremacy #racism #sexism #feminism #BlackWomenMatter #BlackMenMatter #BlackLivesMatter #blackunity #blackchildren\n@el_tigrenegroIt's not just the hotels an https://t.co/zNKBw4mELI""",1388907747505283075,303,2021-05-02 17:26:26,,,en,Twitter Web App,1,1
279,b'RT @shada_islam: @vonderleyen made a great speech at the @EuropeanParl last week in which she denounced #sexism &amp; very rightly condemned #L\xe2\x80\xa6',1388906521401171969,144,2021-05-02 17:21:33,,,en,Twitter for iPhone,0,18
280,"b'RT @leftist_only: Greed is the knife, and the scars are #Capitalism ,#Racism, #Imperialism, #Sexism, &amp; #Fascism. https://t.co/AOrPvCafLY'",1388905732272132098,140,2021-05-02 17:18:25,,,en,Twitter Web App,0,11
281,b'RT @NadiaSiddiqi: @RWitherspoon @Adaripp @colbertlateshow @StephenAtHome #victory\n#Dance\n2016 #Ban\n @LegallyBlondeNT &amp; @RWitherspoon\n#Broug\xe2\x80\xa6',1388904081641689095,144,2021-05-02 17:11:52,,,en,Twitter for iPad,0,1
282,"b'RT @GadflyQuebec: ""If anything, Arbour\xe2\x80\x99s appointment suggests the govt \xe2\x80\x94 starting with the minister \xe2\x80\x94 is clueless as to how to go about cha\xe2\x80\xa6'",1388904003015122945,140,2021-05-02 17:11:33,,,en,Twitter Web App,0,5
283,"b'RT @GadflyQuebec: ""If anything, Arbour\xe2\x80\x99s appointment suggests the govt \xe2\x80\x94 starting with the minister \xe2\x80\x94 is clueless as to how to go about cha\xe2\x80\xa6'",1388900589707440128,140,2021-05-02 16:57:59,,,en,Twitter Web App,0,5
284,"b'RT @leftist_only: Greed is the knife, and the scars are #Capitalism ,#Racism, #Imperialism, #Sexism, &amp; #Fascism. https://t.co/AOrPvCafLY'",1388900161129177090,140,2021-05-02 16:56:17,,,en,Twitter Web App,0,11
285,"b'Greed is the knife, and the scars are #Capitalism ,#Racism, #Imperialism, #Sexism, &amp; #Fascism. https://t.co/AOrPvCafLY'",1388899289406091269,122,2021-05-02 16:52:49,,,en,Twitter for Android,29,11
286,b'RT @shada_islam: @vonderleyen made a great speech at the @EuropeanParl last week in which she denounced #sexism &amp; very rightly condemned #L\xe2\x80\xa6',1388899060602527749,144,2021-05-02 16:51:55,,,en,Tweetbot for iΟS,0,18
287,"b'RT @GadflyQuebec: ""If anything, Arbour\xe2\x80\x99s appointment suggests the govt \xe2\x80\x94 starting with the minister \xe2\x80\x94 is clueless as to how to go about cha\xe2\x80\xa6'",1388898964364267525,140,2021-05-02 16:51:32,,,en,TweetDeck,0,5
288,"b'RT @GadflyQuebec: ""If anything, Arbour\xe2\x80\x99s appointment suggests the govt \xe2\x80\x94 starting with the minister \xe2\x80\x94 is clueless as to how to go about cha\xe2\x80\xa6'",1388898783279423488,140,2021-05-02 16:50:49,,,en,Twitter for iPhone,0,5
289,b'RT @SaddlerSue: Guess what!... We Are NOT Going Away!\n\n#Misogyny \n#Sexism\n#Ageism \n#Theft \n#KarmaWillBeFemale\n\n#BackTo60\n#FullRestitution\xe2\x80\xa6',1388896653936111616,138,2021-05-02 16:42:21,,,en,Twitter for Android,0,12
290,b'RT @shada_islam: @vonderleyen made a great speech at the @EuropeanParl last week in which she denounced #sexism &amp; very rightly condemned #L\xe2\x80\xa6',1388894823554375680,144,2021-05-02 16:35:05,,,en,Twitter for Android,0,18
291,"b'RT @CollectiveShout: Ad industry self regulation aids serial offender @HoneyBirdette, harms women + girls:\n \n- 7 years\n- 110 #HoneyBirdette\xe2\x80\xa6'",1388892823953362944,140,2021-05-02 16:27:08,,,en,Twitter for iPhone,0,6
292,b'@AppleCard Thanks for thinking of me (again) @AppleCard. What are you doing to address #sexism &amp; other #discrimination in your #algoritms?#CodedBias #AI #ML #MakeAIEthical',1388891650378903555,175,2021-05-02 16:22:28,,,en,Twitter for iPhone,0,0
293,"b""@EdytaLCW Algorithms &amp; more algorithms,\nthe quintessential delusion solution.\n\nWho's coding?\n\nSurprised they ignore you bc you're nice, decent, w/o spite or rancor?\nDon't be surprised whn they ignore you because you're screaching 'bloody murder' abt #sexism, tear gas or social injustice.""",1388890019792752641,292,2021-05-02 16:15:59,,,en,Twitter for Android,0,0
294,"b'""If anything, Arbour\xe2\x80\x99s appointment suggests the govt \xe2\x80\x94 starting with the minister \xe2\x80\x94 is clueless as to how to go about charting a path to the independent reporting process it has spent almost 6 years not bothering to consider.""\n#sexism #military #cdnpoli https://t.co/cxvMt6LVnt'",1388889749306359810,277,2021-05-02 16:14:55,,,en,Twitter for iPhone,4,5
295,b'RT @shada_islam: @vonderleyen made a great speech at the @EuropeanParl last week in which she denounced #sexism &amp; very rightly condemned #L\xe2\x80\xa6',1388885572752748551,144,2021-05-02 15:58:19,,,en,Twitter for Android,0,18
296,"b""Democratic Party should take a gander for \nreferences to #LabourLosingWomen (which #TWTR for some reason *cough #misogyny cough* has pulled from threads/tweets of the past) which was outcome of LP #sexism in taking women's votes/volunteering for granted while ignoring r feedback https://t.co/eXhBpwoRU1""",1388885165099814913,303,2021-05-02 15:56:42,,,en,Twitter Web App,0,0
297,b'RT @agyaatkalaakar: @smartadis @cars24india Lets just reverse thr genders and see how successful this ad is.\n\n#misadryisreal #genderdiscrim\xe2\x80\xa6',1388880187987619844,140,2021-05-02 15:36:55,,,en,Twitter for Android,0,4
